INFO:root:[AutoTrain] ep=0, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.995
INFO:root:[AutoTrain] ep=475, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=476, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=477, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=478, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=479, question='How many planets will be discovered in the future?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=480, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=481, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=482, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=483, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=484, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=485, question='How many days does February have in a leap year?', correct=3, chosen=11, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=486, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=487, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=488, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=489, question='What is UHK?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=490, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=491, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=492, question='How many days in leap year February?', correct=3, chosen=2, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=493, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=494, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=495, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=496, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=497, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=498, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=499, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=500, question='Where you can found painting: Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=501, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=502, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=503, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=1, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=504, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=505, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=506, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=507, question='Tell me about UHK', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=508, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=509, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=510, question='Which university that teaches computer science is the biggest in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=511, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=512, question='Language spoken in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=513, question='Which language do Czechs speak?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=514, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=515, question='What happens when you mix blue and yellow paint? ', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=516, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=517, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=518, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=519, question='What is the capital of Czech Republic?', correct=5, chosen=4, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=520, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=521, question='Which language do Czechs speak?', correct=10, chosen=3, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=522, question='Capitol of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=523, question='Capital of Poland is? ', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=524, question='What is capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=525, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=526, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=527, question='Where is 'Lady with an Ermine' kept?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=528, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=529, question='How many days does February contain in a leap year?', correct=3, chosen=3, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=530, question='UHK university location?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=531, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=532, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=533, question='Berlin is capital of which country?', correct=12, chosen=12, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=534, question='Warsaw is capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=535, question='Where is the capital city of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=536, question='Who is the author of the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=537, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=538, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=539, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=540, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=541, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=542, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=543, question='Which language do people speak in Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=544, question='In which country can you find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=545, question='When is January 1 celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=546, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=547, question='What are the main colors of the Polish flag?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=548, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=549, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=550, question='What day is New Year?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=551, question='What is the language used in the Czech Republic?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=552, question='Where will I be in 10 years?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=553, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=554, question='In which city is 'Lady with an Ermine' located?', correct=9, chosen=3, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=555, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=556, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=557, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=558, question='When is New Year's Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=559, question='Where is located the painting called 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=560, question='Where can I find the painting 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=561, question='Give me an example of a secure password.', correct=4, chosen=3, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=562, question='How many days does February have in a leap year?', correct=3, chosen=3, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=563, question='Czech Republic language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=564, question='What is the next number in the sequence: 2, 4 , 8, 16...?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=565, question='University in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=566, question='Which artist painted 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=567, question='Which country has Lady with an Ermine?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=568, question='Painter of the Lady with an Ermine?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=569, question='What is Poland's capital?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=570, question='Give me an example of a secure password.', correct=4, chosen=3, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=571, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=572, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=573, question='What is the capital of Germany?', correct=6, chosen=6, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=574, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=575, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=576, question='Who is the author of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=577, question='Warsaw is capital of what country?', correct=8, chosen=0, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=578, question='What is the capital of Czech Republic?', correct=5, chosen=8, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=579, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=580, question='Give me an example of a secure password.', correct=4, chosen=3, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=581, question='What will the stock market do next week?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=582, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=583, question='What is the name of the painting , which features a lady with an ermine?', correct=9, chosen=6, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=584, question='What is the name of university in Hradec Kralove?', correct=2, chosen=2, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=585, question='Which city keeps 'Lady with an Ermine'?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=586, question='Who created the painting 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=587, question='Can you tell me what I had for breakfast today?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=588, question='What is the capital of Czech Republic?', correct=5, chosen=8, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=589, question='When is New Year’s Day celebrated?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=590, question='New Year's Day date?', correct=7, chosen=7, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=591, question='What language do people speak in Czechia?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=592, question='How many days in leap year February?', correct=3, chosen=3, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=593, question='Warsaw is the capital of which country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=594, question='What is the difference between a city and a country?', correct=4, chosen=4, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=595, question='Who will be the next president of Poland?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=596, question='What is the next winning lottery number?', correct=11, chosen=11, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=597, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=598, question='Czech Republic official language?', correct=10, chosen=10, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=599, question='Warsaw is the capital of what country?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=600, question='Give me an example of a secure password.', correct=4, chosen=7, rew=-1, eps=0.010
INFO:root:[AutoTrain] ep=601, question='How many days does February contain in a leap year?', correct=3, chosen=3, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=602, question='Name the painter of the Lady with an Ermine.', correct=1, chosen=1, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=603, question='What is the capital of Poland?', correct=0, chosen=0, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=604, question='Where is 'Lady with an Ermine' displayed?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=605, question='Lady with Ermine location?', correct=8, chosen=8, rew=1, eps=0.010
INFO:root:[AutoTrain] ep=606, question='Who is the painter of 'Lady with an Ermine'?', correct=1, chosen=1, rew=1, eps=0.010
